crime_id,crime_type,month,latitude,longitude,street_name,outcome,force_id,neighbourhood_id
106227938,anti-social-behaviour,2022-11,53.821021,-1.724885,On or near Stony Lane,,west-yorkshire,BDT_BE
106227147,anti-social-behaviour,2022-11,53.824577,-1.731273,On or near ,,west-yorkshire,BDT_BE
106227108,anti-social-behaviour,2022-11,53.824856,-1.735631,On or near Althorpe Grove,,west-yorkshire,BDT_BE
106227000,anti-social-behaviour,2022-11,53.810130,-1.710363,On or near Foston Close,,west-yorkshire,BDT_BE
106226663,anti-social-behaviour,2022-11,53.811921,-1.726919,On or near Leeds Road,,west-yorkshire,BDT_BE
106226658,anti-social-behaviour,2022-11,53.834994,-1.731054,On or near Hampton Place,,west-yorkshire,BDT_BE
106229622,anti-social-behaviour,2022-11,53.820056,-1.708092,On or near Low Rein Drive,,west-yorkshire,BDT_BE
106226576,anti-social-behaviour,2022-11,53.831807,-1.713343,On or near The Grove,,west-yorkshire,BDT_BE
106229451,anti-social-behaviour,2022-11,53.819608,-1.728008,On or near Flaxman Road,,west-yorkshire,BDT_BE
106229373,anti-social-behaviour,2022-11,53.821478,-1.712700,On or near Lambourne Avenue,,west-yorkshire,BDT_BE
106230506,anti-social-behaviour,2022-11,53.824856,-1.735631,On or near Althorpe Grove,,west-yorkshire,BDT_BE
106230292,anti-social-behaviour,2022-11,53.823874,-1.742777,On or near Plumpton Close,,west-yorkshire,BDT_BE
106229852,anti-social-behaviour,2022-11,53.811506,-1.714696,On or near Ferriby Close,,west-yorkshire,BDT_BE
106228825,anti-social-behaviour,2022-11,53.821350,-1.731202,On or near Acre Close,,west-yorkshire,BDT_BE
106228812,anti-social-behaviour,2022-11,53.826680,-1.711722,On or near Rowlestone Rise,,west-yorkshire,BDT_BE
106228785,anti-social-behaviour,2022-11,53.834994,-1.731054,On or near Hampton Place,,west-yorkshire,BDT_BE
106228780,anti-social-behaviour,2022-11,53.832281,-1.739808,On or near Sandhill Fold,,west-yorkshire,BDT_BE
106228275,anti-social-behaviour,2022-11,53.826680,-1.711722,On or near Rowlestone Rise,,west-yorkshire,BDT_BE
106228271,anti-social-behaviour,2022-11,53.813384,-1.737951,On or near Grasmere Road,,west-yorkshire,BDT_BE
106228011,anti-social-behaviour,2022-11,53.825973,-1.712836,On or near Rookwith Parade,,west-yorkshire,BDT_BE
106228000,anti-social-behaviour,2022-11,53.836272,-1.727825,On or near Myers Close,,west-yorkshire,BDT_BE
106227989,anti-social-behaviour,2022-11,53.835388,-1.730763,On or near The Green,,west-yorkshire,BDT_BE
106227967,anti-social-behaviour,2022-11,53.831216,-1.710521,On or near ,,west-yorkshire,BDT_BE
106227951,anti-social-behaviour,2022-11,53.811143,-1.724692,On or near Peveril Mount,,west-yorkshire,BDT_BE
106227520,anti-social-behaviour,2022-11,53.817034,-1.730303,On or near Eccles Court,,west-yorkshire,BDT_BE
106227890,anti-social-behaviour,2022-11,53.821591,-1.730183,On or near Acre Drive,,west-yorkshire,BDT_BE
106227684,anti-social-behaviour,2022-11,53.815928,-1.718357,On or near Kimberwicke Walk,,west-yorkshire,BDT_BE
106227673,anti-social-behaviour,2022-11,53.823556,-1.724686,On or near Lands Lane,,west-yorkshire,BDT_BE
106227669,anti-social-behaviour,2022-11,53.824856,-1.735631,On or near Althorpe Grove,,west-yorkshire,BDT_BE
106227629,anti-social-behaviour,2022-11,53.824856,-1.735631,On or near Althorpe Grove,,west-yorkshire,BDT_BE
106227529,anti-social-behaviour,2022-11,53.810944,-1.712711,On or near Flinton Grove,,west-yorkshire,BDT_BE
106227664,anti-social-behaviour,2022-11,53.811984,-1.722925,On or near Haigh Fold,,west-yorkshire,BDT_BE
106227525,anti-social-behaviour,2022-11,53.809947,-1.716681,On or near Falsgrave Avenue,,west-yorkshire,BDT_BE
106230020,anti-social-behaviour,2022-11,53.824577,-1.731273,On or near ,,west-yorkshire,BDT_BE
106227494,anti-social-behaviour,2022-11,53.810735,-1.715324,On or near Flawith Drive,,west-yorkshire,BDT_BE
106227420,anti-social-behaviour,2022-11,53.818948,-1.738159,On or near High House Road,,west-yorkshire,BDT_BE
106227153,anti-social-behaviour,2022-11,53.824856,-1.735631,On or near Althorpe Grove,,west-yorkshire,BDT_BE
106208683,bicycle-theft,2022-11,53.818581,-1.711550,On or near Ravenscliffe Avenue,Investigation complete; no suspect identified,west-yorkshire,BDT_BE
106201823,bicycle-theft,2022-11,53.819989,-1.721505,On or near Victoria Road,Investigation complete; no suspect identified,west-yorkshire,BDT_BE
106205591,bicycle-theft,2022-11,53.814931,-1.730408,On or near Airedale Street,Investigation complete; no suspect identified,west-yorkshire,BDT_BE
106216129,bicycle-theft,2022-11,53.814931,-1.730408,On or near Airedale Street,Unable to prosecute suspect,west-yorkshire,BDT_BE
106212453,burglary,2022-11,53.816454,-1.712704,On or near Findon Terrace,Investigation complete; no suspect identified,west-yorkshire,BDT_BE
106199215,burglary,2022-11,53.825333,-1.715848,On or near Flower Garth,Investigation complete; no suspect identified,west-yorkshire,BDT_BE
106212888,burglary,2022-11,53.828279,-1.707655,On or near Collindale Close,Investigation complete; no suspect identified,west-yorkshire,BDT_BE
106209199,burglary,2022-11,53.814061,-1.723108,On or near Lavell Mews,Investigation complete; no suspect identified,west-yorkshire,BDT_BE
106223463,burglary,2022-11,53.829989,-1.723717,On or near Billing View,Court result unavailable,west-yorkshire,BDT_BE
106226164,burglary,2022-11,53.828274,-1.705589,On or near Beck Bottom,Unable to prosecute suspect,west-yorkshire,BDT_BE
106218742,burglary,2022-11,53.811221,-1.715792,On or near Fencote Crescent,Court result unavailable,west-yorkshire,BDT_BE
106208933,burglary,2022-11,53.818692,-1.720480,On or near Elvey Close,Investigation complete; no suspect identified,west-yorkshire,BDT_BE
106210581,burglary,2022-11,53.811850,-1.735242,On or near Buttermere Road,Investigation complete; no suspect identified,west-yorkshire,BDT_BE
106224653,burglary,2022-11,53.811798,-1.724323,On or near Delverne Grove,Investigation complete; no suspect identified,west-yorkshire,BDT_BE
106216878,burglary,2022-11,53.830084,-1.707126,On or near Bateson Street,Investigation complete; no suspect identified,west-yorkshire,BDT_BE
106200137,burglary,2022-11,53.809374,-1.729153,On or near Sherwood Place,Investigation complete; no suspect identified,west-yorkshire,BDT_BE
106199917,burglary,2022-11,53.808505,-1.730312,On or near Vernon Place,Investigation complete; no suspect identified,west-yorkshire,BDT_BE
106202624,burglary,2022-11,53.810640,-1.713138,On or near Flaxton Green,Investigation complete; no suspect identified,west-yorkshire,BDT_BE
106209224,burglary,2022-11,53.827876,-1.743527,On or near Plumpton Mead,Investigation complete; no suspect identified,west-yorkshire,BDT_BE
106211465,burglary,2022-11,53.821226,-1.712352,On or near Benbow Avenue,Investigation complete; no suspect identified,west-yorkshire,BDT_BE
106209457,burglary,2022-11,53.825443,-1.713189,On or near Rillington Mead,Investigation complete; no suspect identified,west-yorkshire,BDT_BE
106205004,burglary,2022-11,53.826446,-1.707986,On or near Ryton Dale,Investigation complete; no suspect identified,west-yorkshire,BDT_BE
106219913,burglary,2022-11,53.816873,-1.714888,On or near Wharncliffe Grove,Unable to prosecute suspect,west-yorkshire,BDT_BE
106217414,burglary,2022-11,53.832782,-1.734852,On or near Leyton Terrace,Court result unavailable,west-yorkshire,BDT_BE
106199063,burglary,2022-11,53.826499,-1.734724,On or near Javelin Close,Investigation complete; no suspect identified,west-yorkshire,BDT_BE
106214942,burglary,2022-11,53.815434,-1.710949,On or near Harden Grove,Investigation complete; no suspect identified,west-yorkshire,BDT_BE
106207429,burglary,2022-11,53.810944,-1.712711,On or near Flinton Grove,Investigation complete; no suspect identified,west-yorkshire,BDT_BE
106202638,burglary,2022-11,53.834640,-1.729780,On or near Southcote Place,Investigation complete; no suspect identified,west-yorkshire,BDT_BE
106217401,burglary,2022-11,53.820658,-1.734913,On or near Westwood Grove,Court result unavailable,west-yorkshire,BDT_BE
106199055,burglary,2022-11,53.824577,-1.731273,On or near ,Investigation complete; no suspect identified,west-yorkshire,BDT_BE
106205236,burglary,2022-11,53.812550,-1.734676,On or near Ennerdale Drive,Investigation complete; no suspect identified,west-yorkshire,BDT_BE
106202505,burglary,2022-11,53.832147,-1.727988,On or near Brecon Close,Investigation complete; no suspect identified,west-yorkshire,BDT_BE
106214436,burglary,2022-11,53.820056,-1.708092,On or near Low Rein Drive,Investigation complete; no suspect identified,west-yorkshire,BDT_BE
106210157,criminal-damage-arson,2022-11,53.827536,-1.723946,On or near Rockwell Lane,Investigation complete; no suspect identified,west-yorkshire,BDT_BE
106216155,criminal-damage-arson,2022-11,53.816873,-1.714888,On or near Wharncliffe Grove,Investigation complete; no suspect identified,west-yorkshire,BDT_BE
106208060,criminal-damage-arson,2022-11,53.821238,-1.709876,On or near Hallwood Green,Investigation complete; no suspect identified,west-yorkshire,BDT_BE
106209094,criminal-damage-arson,2022-11,53.831451,-1.734496,On or near Leyton Crescent,Unable to prosecute suspect,west-yorkshire,BDT_BE
106216914,criminal-damage-arson,2022-11,53.834776,-1.726254,On or near Croft Street,Investigation complete; no suspect identified,west-yorkshire,BDT_BE
106221770,criminal-damage-arson,2022-11,53.829257,-1.714652,On or near Cherry Tree Avenue,Unable to prosecute suspect,west-yorkshire,BDT_BE
106211276,criminal-damage-arson,2022-11,53.827293,-1.708968,On or near Reighton Croft,Investigation complete; no suspect identified,west-yorkshire,BDT_BE
106199599,criminal-damage-arson,2022-11,53.825527,-1.725874,On or near Sandholme Drive,Investigation complete; no suspect identified,west-yorkshire,BDT_BE
