crime_id,crime_type,month,latitude,longitude,street_name,outcome,force_id,neighbourhood_id
106600026,violent-crime,2022-11,53.491041,-2.239515,On or near Hornbeam Way,Investigation complete; no suspect identified,greater-manchester,AC03
106311583,violent-crime,2022-11,53.484857,-2.225721,On or near Jersey Street,Unable to prosecute suspect,greater-manchester,AC03
106596155,other-theft,2022-11,53.501747,-2.177614,On or near Bridlington Close,Status update unavailable,greater-manchester,AC04
106311583,violent-crime,2022-11,53.484857,-2.225721,On or near Jersey Street,Unable to prosecute suspect,greater-manchester,AC05
124241711,public-order,2022-11,53.486334,-2.276165,Salford Crescent (station),Status update unavailable,greater-manchester,AC07
124241710,violent-crime,2022-11,53.482776,-2.255517,Salford Central (station),Status update unavailable,greater-manchester,AC07
106311581,violent-crime,2022-11,53.480201,-2.252623,On or near Gartside Street,Status update unavailable,greater-manchester,AC07
124241712,violent-crime,2022-11,53.486334,-2.276165,Salford Crescent (station),Status update unavailable,greater-manchester,AC07
124241150,bicycle-theft,2022-11,53.475776,-2.231700,Manchester Piccadilly (station),Status update unavailable,greater-manchester,AC12
124241151,drugs,2022-11,53.475776,-2.231700,Manchester Piccadilly (station),Status update unavailable,greater-manchester,AC12
124241153,other-theft,2022-11,53.475776,-2.231700,Manchester Piccadilly (station),Status update unavailable,greater-manchester,AC12
124241154,other-theft,2022-11,53.475776,-2.231700,Manchester Piccadilly (station),Status update unavailable,greater-manchester,AC12
124241156,public-order,2022-11,53.475776,-2.231700,Manchester Piccadilly (station),Status update unavailable,greater-manchester,AC12
124241155,public-order,2022-11,53.475776,-2.231700,Manchester Piccadilly (station),Status update unavailable,greater-manchester,AC12
124241157,shoplifting,2022-11,53.475776,-2.231700,Manchester Piccadilly (station),Status update unavailable,greater-manchester,AC12
124241158,theft-from-the-person,2022-11,53.475776,-2.231700,Manchester Piccadilly (station),Status update unavailable,greater-manchester,AC12
124241159,vehicle-crime,2022-11,53.475776,-2.231700,Manchester Piccadilly (station),Status update unavailable,greater-manchester,AC12
124241161,violent-crime,2022-11,53.475776,-2.231700,Manchester Piccadilly (station),Status update unavailable,greater-manchester,AC12
106311581,violent-crime,2022-11,53.480201,-2.252623,On or near Gartside Street,Status update unavailable,greater-manchester,AC12
124241160,violent-crime,2022-11,53.475776,-2.231700,Manchester Piccadilly (station),Status update unavailable,greater-manchester,AC12
124241710,violent-crime,2022-11,53.482776,-2.255517,Salford Central (station),Status update unavailable,greater-manchester,AC12
106573028,violent-crime,2022-11,53.465396,-2.231146,On or near Dover Street,Investigation complete; no suspect identified,greater-manchester,AC12
