crime_id,crime_type,month,latitude,longitude,street_name,outcome,force_id,neighbourhood_id
105653512,anti-social-behaviour,2022-10,51.810572,-0.806276,On or near Walton Green,,thames-valley,N106
105653723,anti-social-behaviour,2022-10,51.817120,-0.808280,On or near ,,thames-valley,N106
105653357,anti-social-behaviour,2022-10,51.802976,-0.812684,On or near Birch Court,,thames-valley,N106
105653694,anti-social-behaviour,2022-10,51.816095,-0.809163,On or near ,,thames-valley,N106
105654024,anti-social-behaviour,2022-10,51.822968,-0.802452,On or near Hedges Way,,thames-valley,N106
105654023,anti-social-behaviour,2022-10,51.822968,-0.802452,On or near Hedges Way,,thames-valley,N106
105654025,anti-social-behaviour,2022-10,51.822968,-0.802452,On or near Hedges Way,,thames-valley,N106
105654106,anti-social-behaviour,2022-10,51.825100,-0.818589,On or near Brenda's Way,,thames-valley,N106
105654105,anti-social-behaviour,2022-10,51.824564,-0.820707,On or near Dawney Close,,thames-valley,N106
105653930,anti-social-behaviour,2022-10,51.819821,-0.806859,On or near Eastern Street,,thames-valley,N106
105654091,anti-social-behaviour,2022-10,51.824765,-0.817408,On or near Whaddon Chase,,thames-valley,N106
105654088,anti-social-behaviour,2022-10,51.823066,-0.806759,On or near Vale Road,,thames-valley,N106
105654087,anti-social-behaviour,2022-10,51.823066,-0.806759,On or near Vale Road,,thames-valley,N106
105654086,anti-social-behaviour,2022-10,51.823066,-0.806759,On or near Vale Road,,thames-valley,N106
105654061,anti-social-behaviour,2022-10,51.823553,-0.804250,On or near Rainborough Gardens,,thames-valley,N106
105653630,anti-social-behaviour,2022-10,51.814705,-0.831105,On or near Keble Close,,thames-valley,N106
105653952,anti-social-behaviour,2022-10,51.820851,-0.813535,On or near Silverdale Close,,thames-valley,N106
105654026,anti-social-behaviour,2022-10,51.822968,-0.802452,On or near Hedges Way,,thames-valley,N106
105653675,anti-social-behaviour,2022-10,51.816456,-0.823632,On or near Brooks Mews,,thames-valley,N106
105654027,anti-social-behaviour,2022-10,51.822968,-0.802452,On or near Hedges Way,,thames-valley,N106
105654022,anti-social-behaviour,2022-10,51.822493,-0.804409,On or near Ascott Court,,thames-valley,N106
105654045,anti-social-behaviour,2022-10,51.823546,-0.821430,On or near Northern Road,,thames-valley,N106
105653551,anti-social-behaviour,2022-10,51.811790,-0.815572,On or near More Avenue,,thames-valley,N106
105654032,anti-social-behaviour,2022-10,51.822968,-0.802452,On or near Hedges Way,,thames-valley,N106
105653892,anti-social-behaviour,2022-10,51.820064,-0.816675,On or near Ardenham Lane,,thames-valley,N106
105653390,anti-social-behaviour,2022-10,51.805443,-0.805063,On or near Holly Drive,,thames-valley,N106
105654034,anti-social-behaviour,2022-10,51.823076,-0.804234,On or near Tindal Road,,thames-valley,N106
105653567,anti-social-behaviour,2022-10,51.813070,-0.814987,On or near Coxhill Way,,thames-valley,N106
105653568,anti-social-behaviour,2022-10,51.812901,-0.808942,On or near Walton Street,,thames-valley,N106
105654033,anti-social-behaviour,2022-10,51.823076,-0.804234,On or near Tindal Road,,thames-valley,N106
105653569,anti-social-behaviour,2022-10,51.813697,-0.828244,On or near Fowler Road,,thames-valley,N106
105653782,anti-social-behaviour,2022-10,51.818131,-0.803407,On or near Park Street,,thames-valley,N106
105653689,anti-social-behaviour,2022-10,51.816456,-0.823632,On or near Brooks Mews,,thames-valley,N106
105653812,anti-social-behaviour,2022-10,51.817725,-0.790056,On or near Oakfield Road,,thames-valley,N106
105653802,anti-social-behaviour,2022-10,51.818120,-0.815565,On or near St Mary's Square,,thames-valley,N106
